toilet_id,poi_id,name,female,male,wheelchair,lat,lon,distance
1,65,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,14.89639137722124
2,65,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,25.827534377020914
3,65,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,30.20104810998416
1,66,Public Toilet - Town Hall Melbourne (200 Collins Street),yes,yes,yes,-37.81521576619692,144.96694328510318,2.6907332054527036
2,66,Public Toilet - Toilet 46 - Bourke Street (opposite 225 Bourke Street),yes,yes,yes,-37.81324543360198,144.96689658968143,11.88541388694842
3,66,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,18.121231441496523
1,67,Public Toilet - Toilet 182 - Docklands Park South - 25 Harbour Esplanade,yes,yes,yes,-37.82175860330799,144.9473834186781,25.12032998408404
2,67,Public Toilet - Toilet 169 - Batman Park (2A Spencer Street),yes,yes,yes,-37.82172068166997,144.95557809313962,41.80732051006637
3,67,Public Toilet - Toilet 181 - Point Park (Point Park Crescent),yes,yes,yes,-37.82331083443533,144.94182760665478,51.40817408778721
1,68,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,8.365994443864702
2,68,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,16.500245173064087
3,68,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,19.38445468170493
1,69,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,4.755432525988353
2,69,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,16.896890111112068
3,69,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,20.968901280680026
1,70,Public Toilet - Toilet 169 - Batman Park (2A Spencer Street),yes,yes,yes,-37.82172068166997,144.95557809313962,16.14327472438719
2,70,Public Toilet - Toilet 3 - Flinders Street (399 Flinders Street),yes,yes,yes,-37.81940611413847,144.96127683121782,36.56523854872854
3,70,Public Toilet - Toilet 4 - Market Street (Opposite 74 Market Street),yes,yes,yes,-37.81746989209639,144.96025433528794,43.16879106135994
1,71,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,10.23008125598515
2,71,Public Toilet - Toilet 14 - Flinders Street (27 Flinders Street),no,yes,no,-37.815989825999864,144.97279836576897,20.68701778376134
3,71,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,23.175284636891153
1,72,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,14.102989816857207
2,72,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,17.09830737657194
3,72,Public Toilet - Town Hall Melbourne (200 Collins Street),yes,yes,yes,-37.81521576619692,144.96694328510318,21.128009164569523
1,73,Public Toilet - Toilet 119 - Fitzroy Gardens Toilets (150 Clarendon Street),yes,yes,yes,-37.81203615704364,144.98307493665166,43.9300206020424
2,73,Public Toilet - Toilet 118 - Fitzroy Gardens (2 Lansdowne Street),yes,yes,yes,-37.815278082082735,144.97758877995489,46.44666880144765
3,73,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,52.68171585739806
1,74,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,5.497427118947852
2,74,"Public Toilet - Victoria Harbour, Shed 3 (North Wharf Road)",no,yes,no,-37.819795975740334,144.93766540530564,38.460508549358536
3,74,Public Toilet - Ron Barassi Senior Park Pavilion,U,U,U,-37.81722059052804,144.93400271183995,49.89947926664432
1,75,Public Toilet - Toilet 182 - Docklands Park South - 25 Harbour Esplanade,yes,yes,yes,-37.82175860330799,144.9473834186781,6.179525721141292
2,75,Public Toilet - Toilet 181 - Point Park (Point Park Crescent),yes,yes,yes,-37.82331083443533,144.94182760665478,34.66095797172617
3,75,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,53.24615666260989
1,76,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,16.729355919928043
2,76,"Public Toilet - Victoria Harbour, Shed 3 (North Wharf Road)",no,yes,no,-37.819795975740334,144.93766540530564,31.63137643667254
3,76,Public Toilet - Ron Barassi Senior Park Pavilion,U,U,U,-37.81722059052804,144.93400271183995,35.329090827116794
1,77,Public Toilet - Toilet 107 - Alexandra Park,yes,yes,yes,-37.82764304616528,144.98181166075952,22.472918036972153
2,77,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,55.1729549463688
3,77,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,55.184902203767145
1,78,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,7.073094205127154
2,78,"Public Toilet - Victoria Harbour, Shed 3 (North Wharf Road)",no,yes,no,-37.819795975740334,144.93766540530564,40.994203221456225
3,78,Public Toilet - Toilet 181 - Point Park (Point Park Crescent),yes,yes,yes,-37.82331083443533,144.94182760665478,51.22213476142177
1,79,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,17.851671575072075
2,79,Public Toilet - Toilet 182 - Docklands Park South - 25 Harbour Esplanade,yes,yes,yes,-37.82175860330799,144.9473834186781,41.590880483787494
3,79,"Public Toilet - Victoria Harbour, Shed 3 (North Wharf Road)",no,yes,no,-37.819795975740334,144.93766540530564,42.31761002816859
1,80,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,31.282504042295596
2,80,Public Toilet - Ron Barassi Senior Park Pavilion,U,U,U,-37.81722059052804,144.93400271183995,42.35392782984017
3,80,"Public Toilet - Victoria Harbour, Shed 2 (North Wharf Road)",yes,yes,yes,-37.818924455699296,144.9342385117904,51.21600393458479
1,81,Public Toilet - Toilet 181 - Point Park (Point Park Crescent),yes,yes,yes,-37.82331083443533,144.94182760665478,1.758321039410442
2,81,Public Toilet - Toilet 182 - Docklands Park South - 25 Harbour Esplanade,yes,yes,yes,-37.82175860330799,144.9473834186781,34.93803988700185
3,81,"Public Toilet - Victoria Harbour, Shed 3 (North Wharf Road)",no,yes,no,-37.819795975740334,144.93766540530564,36.101553278046886
1,82,Public Toilet - Newmarket Reserve (26 Smithfield Road),yes,yes,no,-37.78848882114304,144.92356372197432,5.555540917907681
2,82,Public Toilet - Toilet 177 - Bellair Street (Opposite 180 Bellair Street),yes,yes,yes,-37.79373229128235,144.93035186163308,60.04696981859795
3,82,"Public Toilet - Toilet 173 - JJ Holland Park, Skate Park (113 Kensington Road)",yes,yes,yes,-37.798064023886866,144.92110584392117,66.23089803699783
1,83,Public Toilet - Toilet 182 - Docklands Park South - 25 Harbour Esplanade,yes,yes,yes,-37.82175860330799,144.9473834186781,7.460919167363079
2,83,Public Toilet - Toilet 181 - Point Park (Point Park Crescent),yes,yes,yes,-37.82331083443533,144.94182760665478,43.982284162865774
3,83,Public Toilet - Toilet 169 - Batman Park (2A Spencer Street),yes,yes,yes,-37.82172068166997,144.95557809313962,44.881629577976625
1,84,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,35.10788028140425
2,84,Public Toilet - Ron Barassi Senior Park Pavilion,U,U,U,-37.81722059052804,144.93400271183995,39.54640970733672
3,84,"Public Toilet - Victoria Harbour, Shed 2 (North Wharf Road)",yes,yes,yes,-37.818924455699296,144.9342385117904,48.95548859834413
1,85,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,17.47704309699573
2,85,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,20.99891135276747
3,85,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,34.48438188531163
1,86,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,17.752928827062387
2,86,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,25.26299386821366
3,86,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,34.51306008986423
1,87,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,10.69239452344594
2,87,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,17.709722147749073
3,87,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,27.781891563845335
1,88,Public Toilet - Toilet 107 - Alexandra Park,yes,yes,yes,-37.82764304616528,144.98181166075952,28.912122208415397
2,88,Public Toilet - Toilet 111 - Birrarung Marr Speakers Corner,yes,yes,yes,-37.82100477977538,144.97593322373976,39.695952743363776
3,88,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,41.503430126664924
1,89,Public Toilet - Toilet 138 - Carlton Gardens North (Opposite 199 Rathdowne Street),yes,yes,yes,-37.802645554985105,144.969821287215,13.19247955520408
2,89,Public Toilet - Toilet 145 - Carlton Gardens South (Opposite 39 Rathdowne Street),yes,yes,yes,-37.80625893301874,144.9692027022002,23.390568455582173
3,89,Public Toilet - Toilet 178 -  Argyle Place North (Opposite 4 Argyle Place North),yes,yes,yes,-37.80207629420745,144.96642403988702,34.71051961770669
1,90,Public Toilet - Toilet 138 - Carlton Gardens North (Opposite 199 Rathdowne Street),yes,yes,yes,-37.802645554985105,144.969821287215,7.21802882732307
2,90,Public Toilet - Toilet 145 - Carlton Gardens South (Opposite 39 Rathdowne Street),yes,yes,yes,-37.80625893301874,144.9692027022002,20.20595790670825
3,90,Public Toilet - Toilet 178 -  Argyle Place North (Opposite 4 Argyle Place North),yes,yes,yes,-37.80207629420745,144.96642403988702,28.106814360683174
1,91,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,18.12977144712241
2,91,Public Toilet - Toilet 172 - Southbank Promenade (opposite Esso House),yes,yes,yes,-37.820342128586276,144.96421972799456,34.49597432941353
3,91,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,38.23670304236867
1,92,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,19.677226928408142
2,92,Public Toilet - Toilet 172 - Southbank Promenade (opposite Esso House),yes,yes,yes,-37.820342128586276,144.96421972799456,35.397305869154586
3,92,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,40.49836932486669
1,93,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,23.3060835918677
2,93,Public Toilet - Toilet 172 - Southbank Promenade (opposite Esso House),yes,yes,yes,-37.820342128586276,144.96421972799456,30.898501605723872
3,93,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,39.43776645377235
1,94,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,21.651594220600472
2,94,Public Toilet - Toilet 172 - Southbank Promenade (opposite Esso House),yes,yes,yes,-37.820342128586276,144.96421972799456,31.24349519982994
3,94,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,38.87046356199415
1,95,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,10.408003729317882
2,95,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,30.181952828010903
3,95,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,30.316891843440295
1,96,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,17.230161260156084
2,96,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,21.353782935668384
3,96,Public Toilet - Toilet 172 - Southbank Promenade (opposite Esso House),yes,yes,yes,-37.820342128586276,144.96421972799456,23.989691551457874
1,97,Public Toilet - Toilet 14 - Flinders Street (27 Flinders Street),no,yes,no,-37.815989825999864,144.97279836576897,13.393415476701842
2,97,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,13.654866759866824
3,97,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,14.670149992233187
1,98,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,3.264854958906222
2,98,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,16.674129300132453
3,98,Public Toilet - Toilet 14 - Flinders Street (27 Flinders Street),no,yes,no,-37.815989825999864,144.97279836576897,17.420526852518137
1,99,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,3.5873779029495694
2,99,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,18.401485298512487
3,99,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,18.563583244895423
1,100,Public Toilet - Toilet 112 - Alexandra Gardens (Riverslide Skate Park),yes,yes,yes,-37.8203552728411,144.97331290887433,9.734584281919709
2,100,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,13.619241410700191
3,100,Public Toilet - Toilet 110 - Queen Victoria Gardens (Linlithgow Avenue),yes,yes,yes,-37.82294828867767,144.97098568179825,15.800503683582603
1,101,Public Toilet - Toilet 131 - Royal Park (Flemington Rd - Near North Park Tennis Club),yes,yes,yes,-37.790174410412384,144.94366905096862,56.99948984031863
2,101,Public Toilet - Toilet 170 - Queensberry Street (Opposite 530 Queensberry Street),no,yes,no,-37.803077866412245,144.94986517956968,59.84955729335088
3,101,Public Toilet - Toilet 13 - Queensberry Street (Opposite 530 Queensberry Street),,,,-37.803094275484256,144.94994632091922,60.356195624736095
1,102,"Public Toilet - Toilet 162 - JJ Holland Park (Opposite, 48 Altona Street)",yes,yes,yes,-37.798125461506075,144.92642466756246,16.437837949592538
2,102,"Public Toilet - Toilet 173 - JJ Holland Park, Skate Park (113 Kensington Road)",yes,yes,yes,-37.798064023886866,144.92110584392117,17.36905015050507
3,102,Public Toilet - Toilet 177 - Bellair Street (Opposite 180 Bellair Street),yes,yes,yes,-37.79373229128235,144.93035186163308,50.352953889650344
1,103,Public Toilet - Toilet 100 - Royal Park - Native Garden (off Gatehouse Street),yes,yes,yes,-37.79251146448698,144.95685172084129,22.653092002492972
2,103,Public Toilet - Royal Park Brens Pavilion,yes,yes,no,-37.78622124839705,144.95500087587342,29.001729949928116
3,103,"Public Toilet - Toilet 55 - Royal Park (Nature Play, Opposite 51 Gatehouse Street)",yes,yes,yes,-37.795523148389,144.952142962802,33.08046235903636
1,104,Public Toilet - Toilet 52 - Princes Park (Adjacent Southern Sports Pavilion),yes,yes,yes,-37.78790482714769,144.95949479077186,11.751864355118746
2,104,Public Toilet - Toilet 128 - Princes Park South Playground (Princes Park Drive),yes,yes,yes,-37.7855983874526,144.9630353603256,15.18595473709667
3,104,Public Toilet - Royal Park Brens Pavilion,yes,yes,no,-37.78622124839705,144.95500087587342,39.17748065156361
1,105,Public Toilet - Toilet 119 - Fitzroy Gardens Toilets (150 Clarendon Street),yes,yes,yes,-37.81203615704364,144.98307493665166,45.26702286501983
2,105,Public Toilet - Toilet 118 - Fitzroy Gardens (2 Lansdowne Street),yes,yes,yes,-37.815278082082735,144.97758877995489,50.60850294660046
3,105,Public Toilet - Toilet 117 - Powlett Reserve (Opposite 128 Albert Street),yes,yes,yes,-37.81094232809633,144.98685873937842,52.94974615329063
1,106,Public Toilet - Toilet 104 - Kings Domain South (off Birdwood Avenue),yes,yes,yes,-37.830849124048974,144.97518226820782,12.549300417349755
2,106,Public Toilet - Toilet 106 - Kings Domain Government House Drive,yes,yes,no,-37.82691574923447,144.9746477838788,33.52123000938508
3,106,Public Toilet - Toilet 103 - Kings Domain South (Opposite 169 Domain Road),yes,yes,yes,-37.83393826633729,144.98178404635058,52.90569326041292
1,107,Public Toilet - Toilet 104 - Kings Domain South (off Birdwood Avenue),yes,yes,yes,-37.830849124048974,144.97518226820782,11.739441111828722
2,107,Public Toilet - Toilet 106 - Kings Domain Government House Drive,yes,yes,no,-37.82691574923447,144.9746477838788,22.340140084084485
3,107,Public Toilet - Toilet 109 - Kings Domain Myer Music Bowl Rear of,yes,yes,yes,-37.82289159858857,144.975280957334,48.092486676534435
1,108,Public Toilet - Toilet 107 - Alexandra Park,yes,yes,yes,-37.82764304616528,144.98181166075952,20.19873334391398
2,108,Public Toilet - Toilet 103 - Kings Domain South (Opposite 169 Domain Road),yes,yes,yes,-37.83393826633729,144.98178404635058,21.70638252963871
3,108,Public Toilet - Toilet 104 - Kings Domain South (off Birdwood Avenue),yes,yes,yes,-37.830849124048974,144.97518226820782,35.85836904910563
1,109,Public Toilet - Toilet 107 - Alexandra Park,yes,yes,yes,-37.82764304616528,144.98181166075952,55.127832294800534
2,109,Public Toilet - Toilet 119 - Fitzroy Gardens Toilets (150 Clarendon Street),yes,yes,yes,-37.81203615704364,144.98307493665166,58.41178474619493
3,109,Public Toilet - Toilet 117 - Powlett Reserve (Opposite 128 Albert Street),yes,yes,yes,-37.81094232809633,144.98685873937842,60.77512293244253
1,110,Public Toilet - Ron Barassi Senior Park Pavilion,U,U,U,-37.81722059052804,144.93400271183995,33.818409138075715
2,110,"Public Toilet - Saint Mangos Lane, The Palladio (New Quay)",yes,yes,yes,-37.81435831108069,144.94168216712015,40.44911306494634
3,110,"Public Toilet - Victoria Harbour, Shed 2 (North Wharf Road)",yes,yes,yes,-37.818924455699296,144.9342385117904,43.92933100746339
1,111,Public Toilet - Town Hall Melbourne (200 Collins Street),yes,yes,yes,-37.81521576619692,144.96694328510318,2.924502815309549
2,111,Public Toilet - Toilet 46 - Bourke Street (opposite 225 Bourke Street),yes,yes,yes,-37.81324543360198,144.96689658968143,11.228604123585674
3,111,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,19.966642621114985
1,112,"Public Toilet - Toilet 173 - JJ Holland Park, Skate Park (113 Kensington Road)",yes,yes,yes,-37.798064023886866,144.92110584392117,40.51973542686958
2,112,Public Toilet - Newmarket Reserve (26 Smithfield Road),yes,yes,no,-37.78848882114304,144.92356372197432,64.75273917124859
3,112,"Public Toilet - Toilet 162 - JJ Holland Park (Opposite, 48 Altona Street)",yes,yes,yes,-37.798125461506075,144.92642466756246,71.79853021077328
1,113,Public Toilet - Toilet 117 - Powlett Reserve (Opposite 128 Albert Street),yes,yes,yes,-37.81094232809633,144.98685873937842,19.13045409605665
2,113,Public Toilet - Toilet 119 - Fitzroy Gardens Toilets (150 Clarendon Street),yes,yes,yes,-37.81203615704364,144.98307493665166,38.43045894488049
3,113,Public Toilet - Toilet 122 - Treasury Gardens (Store and Toilet),yes,yes,yes,-37.813418435008906,144.97746700744847,73.5258954133714
1,114,Public Toilet - Toilet 137 - Faraday Street (Opposite 208-212 Faraday Street),yes,yes,no,-37.79870959701599,144.96759388009733,9.937330699733357
2,114,Public Toilet - Toilet 178 -  Argyle Place North (Opposite 4 Argyle Place North),yes,yes,yes,-37.80207629420745,144.96642403988702,31.80595893275775
3,114,Public Toilet - Toilet 138 - Carlton Gardens North (Opposite 199 Rathdowne Street),yes,yes,yes,-37.802645554985105,144.969821287215,32.522499253644305
1,115,Public Toilet - Toilet 154 - Flagstaff Gardens (cnr William & Dudley),yes,yes,yes,-37.80891324235132,144.95504018635694,14.25716592825646
2,115,Public Toilet - Toilet 1 - Lonsdale Street (Opposite 581 Lonsdale Street),yes,yes,yes,-37.814345522392365,144.9551179464378,20.730892096450027
3,115,Public Toilet - Queen Victoria Market (465 Queen Street),yes,yes,yes,-37.807831221471965,144.95795526595654,29.452764387872563
1,116,Public Toilet - Newmarket Reserve (26 Smithfield Road),yes,yes,no,-37.78848882114304,144.92356372197432,90.04567440613867
2,116,"Public Toilet - Toilet 173 - JJ Holland Park, Skate Park (113 Kensington Road)",yes,yes,yes,-37.798064023886866,144.92110584392117,119.84431071213622
3,116,"Public Toilet - Toilet 162 - JJ Holland Park (Opposite, 48 Altona Street)",yes,yes,yes,-37.798125461506075,144.92642466756246,141.4068863872256
1,117,Public Toilet - Toilet 11 - Lonsdale Street (Opposite 88 Lonsdale Street),yes,yes,yes,-37.8100356799286,144.9699024633049,6.596059732762162
2,117,Public Toilet - Toilet 12 - Exhibition Street (Opposite 242 Exhibition Street),no,yes,no,-37.80954604636232,144.9694071187106,9.285460794338876
3,117,Public Toilet - Toilet 13 - Exhibition Street (Opposite 77 Exhibition Street),yes,yes,yes,-37.81384641664995,144.97137409472109,21.637333821404454
1,118,Public Toilet - Toilet 11 - Lonsdale Street (Opposite 88 Lonsdale Street),yes,yes,yes,-37.8100356799286,144.9699024633049,1.8191505205019065
2,118,Public Toilet - Toilet 12 - Exhibition Street (Opposite 242 Exhibition Street),no,yes,no,-37.80954604636232,144.9694071187106,6.234069197180673
3,118,Public Toilet - Toilet 124 - Nicholson Street (1A Nicholson Street),no,yes,no,-37.80945202894246,144.97307695563703,19.269517126944585
1,119,Public Toilet - Toilet 137 - Faraday Street (Opposite 208-212 Faraday Street),yes,yes,no,-37.79870959701599,144.96759388009733,2.727053620293569
2,119,Public Toilet - Toilet 178 -  Argyle Place North (Opposite 4 Argyle Place North),yes,yes,yes,-37.80207629420745,144.96642403988702,20.38265833342511
3,119,Public Toilet - Toilet 138 - Carlton Gardens North (Opposite 199 Rathdowne Street),yes,yes,yes,-37.802645554985105,144.969821287215,26.24918280292651
1,120,"Public Toilet - Toilet 102 - Fawkner Park, North Pavilion (Male)",no,yes,no,-37.840147692965054,144.98138308753738,8.130688626350361
2,120,"Public Toilet - Toilet 102 - Fawkner Park, North Pavilion (Female)",yes,no,no,-37.84001779326322,144.9812270146221,9.16601999384592
3,120,"Public Toilet - Toilet 42 - Fawkner Park, Opposite 55 Commercial Road",yes,yes,yes,-37.845206563009405,144.9826144313013,25.06959205925221
1,121,Public Toilet - Toilet 119 - Fitzroy Gardens Toilets (150 Clarendon Street),yes,yes,yes,-37.81203615704364,144.98307493665166,17.616453982766743
2,121,Public Toilet - Toilet 122 - Treasury Gardens (Store and Toilet),yes,yes,yes,-37.813418435008906,144.97746700744847,19.160872410393132
3,121,Public Toilet - Toilet 118 - Fitzroy Gardens (2 Lansdowne Street),yes,yes,yes,-37.815278082082735,144.97758877995489,23.414305430592673
1,122,Public Toilet - Toilet 118 - Fitzroy Gardens (2 Lansdowne Street),yes,yes,yes,-37.815278082082735,144.97758877995489,19.371305640067572
2,122,Public Toilet - Toilet 122 - Treasury Gardens (Store and Toilet),yes,yes,yes,-37.813418435008906,144.97746700744847,20.83368937837753
3,122,Public Toilet - Toilet 119 - Fitzroy Gardens Toilets (150 Clarendon Street),yes,yes,yes,-37.81203615704364,144.98307493665166,22.586290012458008
1,123,Public Toilet - Toilet 3 - Flinders Street (399 Flinders Street),yes,yes,yes,-37.81940611413847,144.96127683121782,13.662274322291047
2,123,Public Toilet - Toilet 4 - Market Street (Opposite 74 Market Street),yes,yes,yes,-37.81746989209639,144.96025433528794,18.541775233592574
3,123,Public Toilet - Toilet 169 - Batman Park (2A Spencer Street),yes,yes,yes,-37.82172068166997,144.95557809313962,25.320001774753788
1,124,Public Toilet - Toilet 169 - Batman Park (2A Spencer Street),yes,yes,yes,-37.82172068166997,144.95557809313962,10.240371330520674
2,124,Public Toilet - Toilet 182 - Docklands Park South - 25 Harbour Esplanade,yes,yes,yes,-37.82175860330799,144.9473834186781,42.237283233123165
3,124,Public Toilet - Toilet 3 - Flinders Street (399 Flinders Street),yes,yes,yes,-37.81940611413847,144.96127683121782,49.20098872741723
1,125,Public Toilet - Toilet 3 - Flinders Street (399 Flinders Street),yes,yes,yes,-37.81940611413847,144.96127683121782,5.572588612837926
2,125,Public Toilet - Toilet 4 - Market Street (Opposite 74 Market Street),yes,yes,yes,-37.81746989209639,144.96025433528794,10.960836637532456
3,125,Public Toilet - Toilet 43 - Queen Street (opposite 113 Queen Street),yes,yes,yes,-37.815838165017645,144.9610620730027,21.689914463891988
1,126,Public Toilet - Toilet 41 - Flinders Street (No 245 Flinders Street Station),yes,yes,yes,-37.817903197056154,144.9662642552638,10.824336672650707
2,126,Public Toilet - Town Hall Melbourne (200 Collins Street),yes,yes,yes,-37.81521576619692,144.96694328510318,12.037947141549195
3,126,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,23.82425604236585
1,127,Public Toilet - Toilet 48 - Birrarung Marr (Opposite Artplay),yes,yes,yes,-37.81859887229392,144.97105956826817,17.14557231659297
2,127,Public Toilet - Town Hall Melbourne (200 Collins Street),yes,yes,yes,-37.81521576619692,144.96694328510318,17.467556089927154
3,127,Public Toilet - Toilet 13 - Exhibition Street (Opposite 77 Exhibition Street),yes,yes,yes,-37.81384641664995,144.97137409472109,21.01995833094155
1,128,"Public Toilet - Toilet 173 - JJ Holland Park, Skate Park (113 Kensington Road)",yes,yes,yes,-37.798064023886866,144.92110584392117,57.86020870071481
2,128,"Public Toilet - Toilet 162 - JJ Holland Park (Opposite, 48 Altona Street)",yes,yes,yes,-37.798125461506075,144.92642466756246,59.232475336105296
3,128,Public Toilet - Ron Barassi Senior Park Pavilion,U,U,U,-37.81722059052804,144.93400271183995,94.69563262237304
1,129,Public Toilet - Toilet 124 - Nicholson Street (1A Nicholson Street),no,yes,no,-37.80945202894246,144.97307695563703,15.595460712084778
2,129,Public Toilet - Toilet 125 - Gordon Reserve (74-108 Spring Street),yes,no,no,-37.812240775587135,144.97392555886628,25.111030131342584
3,129,Public Toilet - Toilet 122 - Treasury Gardens (Store and Toilet),yes,yes,yes,-37.813418435008906,144.97746700744847,33.613360521179644
